relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file,doc_type_ai_clean,paper_id,interaction_id,fungal_taxon_raw,fungal_taxon_resolved,fungal_taxon_status,fungal_taxon_resolution_method,fungal_taxon_confidence,fungal_taxon_accepted_ids,plant_host_raw,plant_host_resolved,plant_host_status,plant_host_resolution_method,plant_host_confidence,plant_host_accepted_ids
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,lumnitzera racemosa,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_fc0f284f42f69e3d,candida,candida,Resolved,exact_accepted,1.00,2518121,lumnitzera racemosa,lumnitzera racemosa,Resolved,exact_accepted,1.00,6435171
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,lumnitzera racemosa,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_51a3bee116f46c06,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,lumnitzera racemosa,lumnitzera racemosa,Resolved,exact_accepted,1.00,6435171
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,lumnitzera racemosa,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_97eb7b718598f71d,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,lumnitzera racemosa,lumnitzera racemosa,Resolved,exact_accepted,1.00,6435171
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,lumnitzera racemosa,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_bc0a2f6236679820,mucor,mucor,Resolved,exact_accepted,1.00,8774036,lumnitzera racemosa,lumnitzera racemosa,Resolved,exact_accepted,1.00,6435171
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,lumnitzera racemosa,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_588a73b41c055151,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,lumnitzera racemosa,lumnitzera racemosa,Resolved,exact_accepted,1.00,6435171
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,lumnitzera racemosa,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_dc777e5819f6aebf,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,lumnitzera racemosa,lumnitzera racemosa,Resolved,exact_accepted,1.00,6435171
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,lumnitzera racemosa,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_0a93018eb297b2bc,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,lumnitzera racemosa,lumnitzera racemosa,Resolved,exact_accepted,1.00,6435171
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,lumnitzera racemosa,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_e2b3c9aacfd1648a,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,lumnitzera racemosa,lumnitzera racemosa,Resolved,exact_accepted,1.00,6435171
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,rhizophora mucronata,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_4c4484947d77e404,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,rhizophora mucronata,rhizophora mucronata,Resolved,exact_accepted,1.00,3086527
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,rhizophora mucronata,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_55bf84f62493dc92,candida,candida,Resolved,exact_accepted,1.00,2518121,rhizophora mucronata,rhizophora mucronata,Resolved,exact_accepted,1.00,3086527
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,rhizophora mucronata,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_6fa1819175c8f1f8,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,rhizophora mucronata,rhizophora mucronata,Resolved,exact_accepted,1.00,3086527
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,rhizophora mucronata,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_46beabaf8446374e,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,rhizophora mucronata,rhizophora mucronata,Resolved,exact_accepted,1.00,3086527
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,rhizophora mucronata,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_854a0f1b55ec5cf3,mucor,mucor,Resolved,exact_accepted,1.00,8774036,rhizophora mucronata,rhizophora mucronata,Resolved,exact_accepted,1.00,3086527
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,rhizophora mucronata,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_de70a49df0712f84,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,rhizophora mucronata,rhizophora mucronata,Resolved,exact_accepted,1.00,3086527
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,rhizophora mucronata,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_d47f6b175ba8202f,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,rhizophora mucronata,rhizophora mucronata,Resolved,exact_accepted,1.00,3086527
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,rhizophora mucronata,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_c47399582014e56d,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,rhizophora mucronata,rhizophora mucronata,Resolved,exact_accepted,1.00,3086527
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,rhizophora mucronata,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_4d31fa74a1a0f4e2,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,rhizophora mucronata,rhizophora mucronata,Resolved,exact_accepted,1.00,3086527
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia alba,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_f78b5c83ecb199e8,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,sonneratia alba,sonneratia alba,Resolved,exact_accepted,1.00,5406998
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia alba,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_41af2f2c501e4243,candida,candida,Resolved,exact_accepted,1.00,2518121,sonneratia alba,sonneratia alba,Resolved,exact_accepted,1.00,5406998
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia alba,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_2b540438068eeda7,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,sonneratia alba,sonneratia alba,Resolved,exact_accepted,1.00,5406998
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia alba,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_e608be3c716eff59,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,sonneratia alba,sonneratia alba,Resolved,exact_accepted,1.00,5406998
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia alba,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_0af4a069c4d03b9a,mucor,mucor,Resolved,exact_accepted,1.00,8774036,sonneratia alba,sonneratia alba,Resolved,exact_accepted,1.00,5406998
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia alba,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_86b6b4b281284eb5,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,sonneratia alba,sonneratia alba,Resolved,exact_accepted,1.00,5406998
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia alba,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_e46db614a28b7f9e,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,sonneratia alba,sonneratia alba,Resolved,exact_accepted,1.00,5406998
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia alba,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_a2c3bfaa6dfd2916,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,sonneratia alba,sonneratia alba,Resolved,exact_accepted,1.00,5406998
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia alba,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_2952ef94c21ec11c,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,sonneratia alba,sonneratia alba,Resolved,exact_accepted,1.00,5406998
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia caseolaris,aspergillus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_12e7b8e914514675,aspergillus,aspergillus,Resolved,exact_accepted,1.00,8884233,sonneratia caseolaris,sonneratia caseolaris,Resolved,exact_accepted,1.00,5635606
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia caseolaris,candida,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_954865b3bc84056c,candida,candida,Resolved,exact_accepted,1.00,2518121,sonneratia caseolaris,sonneratia caseolaris,Resolved,exact_accepted,1.00,5635606
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia caseolaris,chaetomium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_179f6c89a5f1710c,chaetomium,chaetomium,Resolved,exact_accepted,1.00,2560820,sonneratia caseolaris,sonneratia caseolaris,Resolved,exact_accepted,1.00,5635606
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia caseolaris,fusarium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_10cf5c2cc657a704,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,sonneratia caseolaris,sonneratia caseolaris,Resolved,exact_accepted,1.00,5635606
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia caseolaris,mucor,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_3b0a3b115cd58331,mucor,mucor,Resolved,exact_accepted,1.00,8774036,sonneratia caseolaris,sonneratia caseolaris,Resolved,exact_accepted,1.00,5635606
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia caseolaris,penicillium,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_3ca83af1ec2e1a7e,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,sonneratia caseolaris,sonneratia caseolaris,Resolved,exact_accepted,1.00,5635606
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia caseolaris,phyllosticta,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_b480cb8e56d0d33a,phyllosticta,phyllosticta,Resolved,exact_accepted,1.00,2513141,sonneratia caseolaris,sonneratia caseolaris,Resolved,exact_accepted,1.00,5635606
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia caseolaris,rhizopus,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_cea3ca5cc934af2d,rhizopus,rhizopus,Resolved,exact_accepted,1.00,2558384,sonneratia caseolaris,sonneratia caseolaris,Resolved,exact_accepted,1.00,5635606
Relevant,abstract,abstract,0,10.5943/ajom/6/2/5,sonneratia caseolaris,trichoderma,leaves,roots,twigs,present; endophytic; isolated from different parts of mangrove species using standard potato dextrose agar culturing,mangrove,sri lanka,abstract-csv,doi_10.5943_ajom_6_2_5,Abstract,doi:10.5943/ajom/6/2/5,int_aaf26010819fefd3,trichoderma,trichoderma,Resolved,exact_accepted,1.00,7703803,sonneratia caseolaris,sonneratia caseolaris,Resolved,exact_accepted,1.00,5635606
Relevant,full-text,full-text,14,10.3389/fmicb.2023.1254609,artemisia argyi,diaporthe sp.,unknown,present,endophytic,isolated from surface-sterilized roots,unspecified,china,full-text,doi_10.3389_fmicb.2023.1254609,Full-Text,doi:10.3389/fmicb.2023.1254609,int_0e0ae97ceab4385e,diaporthe sp.,diaporthe,Resolved,exact_accepted,1.00,2566075,artemisia argyi,artemisia argyi,Resolved,exact_accepted,1.00,3120648
Relevant,full-text,abstract,2,10.17816/ecogen568501,cotton,endophytic fungi community,roots,present,endophytic,associated with genetically modified plants; comparison made between transgenic and non-transgenic plants; agricultural fields; forests,russia,belarus,full-text,doi_10.17816_ecogen568501,Full-Text,doi:10.17816/ecogen568501,int_ebfc06c27e8f402a,endophytic fungi community,,Unresolved,no_match,0.00,,cotton,gossypium hirsutum,Resolved,exact_accepted,1.00,3152661
Relevant,full-text,abstract,2,10.17816/ecogen568501,sugar cane,endophytic fungi community,roots,present,endophytic,associated with genetically modified plants; comparison made between transgenic and non-transgenic plants; agricultural fields; forests,russia,belarus,full-text,doi_10.17816_ecogen568501,Full-Text,doi:10.17816/ecogen568501,int_545ec64255deaedb,endophytic fungi community,,Unresolved,no_match,0.00,,sugar cane,,Unresolved,no_match,0.00,
Relevant,full-text,abstract,2,10.17816/ecogen568501,maize,endophytic fungi community,roots,present,endophytic,associated with genetically modified plants; comparison made between transgenic and non-transgenic plants; agricultural fields; forests,russia,belarus,full-text,doi_10.17816_ecogen568501,Full-Text,doi:10.17816/ecogen568501,int_a3fa62f4d4518208,endophytic fungi community,,Unresolved,no_match,0.00,,maize,zea mays,Resolved,exact_accepted,1.00,5290052
Relevant,full-text,abstract,2,10.17816/ecogen568501,maple (populus x euramericana 'neva'),endophytic fungi community,roots,present,endophytic,associated with genetically modified plants; comparison made between transgenic and non-transgenic plants; agricultural fields; forests,russia,belarus,full-text,doi_10.17816_ecogen568501,Full-Text,doi:10.17816/ecogen568501,int_b92453f1869f85cb,endophytic fungi community,,Unresolved,no_match,0.00,,maple (populus x euramericana 'neva'),,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1016/j.micres.2022.127223,not mentioned,fusarium sp.,not mentioned,present,endophytic,isolated from the study,not mentioned,not mentioned,abstract-csv,doi_10.1016_j.micres.2022.127223,Abstract,doi:10.1016/j.micres.2022.127223,int_e7782063dce2d467,fusarium sp.,fusarium,Resolved,exact_accepted,1.00,2554026,not mentioned,,Unresolved,none,0.00,
